location_name_en,location_name_tr,magnitude,latitude,longitude,peak_ground_velocity_reverse,peak_ground_velocity_normal,intensity_reverse,z,z3,z5,internsity_normal
"Aydin","Aydin",7.5,29.2,37.55,8.0905,8.984323,6.3741,29.2,29.2,0,6.48525
"Aydin","Aydin",7.5,27.75,38.6,6.0802,6.751929,6.0772,27.75,27.75,0,6.185128
"Aydin","Aydin",7.5,26.8,37.45,5.3028,5.888643,5.938,26.8,26.8,.01,6.044448
"Aydin","Aydin",7,29.85,37.95,2.8869,3.205839,5.3434,29.85,29.85,0,5.443082
"Aydin","Aydin",6.5,27.95,37.65,6.3414,7.041986,6.1204,27.95,27.95,0,6.228779
"Aydin","Aydin",6,29.95,37.5,.63188,.7016889,4.0283,29.95,29.95,0,4.111226
"Aydin","Aydin",6.5,28.7,36.85,2.07,2.29869,5.0346,28.7,28.7,0,5.130629
"Aydin","Aydin",6,29.1,38.4,.90174,1.001363,4.3143,29.1,29.1,0,4.401135
"Aydin","Aydin",6,29,37.15,1.1697,1.298926,4.532,29,29,0,4.621695
"Aydin","Aydin",6.5,27.2,37.9,2.0077,2.229507,5.0068,27.2,27.2,0,5.102511
"Aydin","Aydin",8,27.65,37.95,14.212,15.78211,6.9851,27.65,27.65,.01,7.102445
"Aydin","Aydin",8,27.65,37.55,15.126,16.79709,7.0548,27.65,27.65,.01,7.172785
"Aydin","Aydin",6,27.25,37.65,1.0399,1.154786,4.4327,27.25,27.25,0,4.521097
"Aydin","Aydin",7.5,29.65,38.15,5.5247,6.135058,5.9795,29.65,29.65,.01,6.086396
"Aydin","Aydin",8,28.1,36.5,8.8615,9.840502,6.4706,28.1,28.1,0,6.582696
"Aydin","Aydin",7.5,28.4,38.95,5.1109,5.675542,5.9009,28.4,28.4,.01,6.006882
"Aydin","Aydin",7,28.8,37.25,5.7952,6.435442,6.0281,28.8,28.8,.01,6.135534
"Aydin","Aydin",7,28.75,37.05,4.7632,5.289429,5.8302,28.75,28.75,0,5.935474
"Aydin","Aydin",8,27.7,37,11.281,12.5273,6.7306,27.7,27.7,0,6.845368
"Aydin","Aydin",6.5,27.55,37.4,2.7544,3.058701,5.2991,27.55,27.55,.01,5.39824
"Aydin","Aydin",6,27.55,36.8,.79815,.8863281,4.2147,27.55,27.55,.01,4.30015
"Aydin","Aydin",8,29,37.75,14.93,16.57944,7.0402,29,29,0,7.158032
"Aydin","Aydin",8,29.25,38.6,8.8761,9.856714,6.4723,29.25,29.25,0,6.584467
"Aydin","Aydin",8,26.75,37.35,8.4127,9.342119,6.4154,26.75,26.75,0,6.526949
"Aydin","Aydin",6,28,38.05,2.0968,2.328451,5.0464,28,28,0,5.142496
"Aydin","Aydin",6,28.25,37.35,2.965,3.292567,5.3687,28.25,28.25,0,5.468662
"Aydin","Aydin",7.5,27.5,37.85,8.5546,9.499696,6.4331,27.5,27.5,0,6.544859
"Aydin","Aydin",7,27.5,37.7,5.2384,5.817129,5.9257,27.5,27.5,0,6.031979
"Aydin","Aydin",8,29,38.5,10.04,11.1492,6.6043,29,29,0,6.717789
"Aydin","Aydin",6,28.75,37.75,2.7224,3.023165,5.2881,28.75,28.75,0,5.387123
"Aydin","Aydin",8,29.5,37.5,10.252,11.38462,6.6269,29.5,29.5,0,6.740558
"Aydin","Aydin",8,28.1,37.1,14.093,15.64997,6.9757,28.1,28.1,0,7.092988
"Aydin","Aydin",8,27.25,37.7,11.197,12.43402,6.7224,27.25,27.25,0,6.837143
"Aydin","Aydin",6.5,27.45,38.65,1.5278,1.696588,4.7629,27.45,27.45,0,4.855545
"Aydin","Aydin",7,27.45,36.85,3.3051,3.670241,5.4723,27.45,27.45,0,5.5735
"Aydin","Aydin",8,29.45,38.2,9.6914,10.76209,6.5663,29.45,29.45,0,6.679388
"Aydin","Aydin",6,27.6,38.15,1.2079,1.341347,4.5594,27.6,27.6,0,4.649433
"Aydin","Aydin",7,27.4,38.65,2.9624,3.28968,5.3679,27.4,27.4,.01,5.467821
"Aydin","Aydin",7.5,27.4,38.35,6.2717,6.964585,6.109,27.4,27.4,.01,6.217291
"Aydin","Aydin",7,29.75,37.1,2.8197,3.131215,5.3212,29.75,29.75,0,5.420574
"Aydin","Aydin",6.5,27.4,36.6,1.3973,1.551671,4.6848,27.4,27.4,.01,4.776528
"Aydin","Aydin",8,28.5,37.95,21.74,24.14179,7.4682,28.5,28.5,0,7.590292
"Aydin","Aydin",8,27.35,38.4,9.6349,10.69935,6.56,27.35,27.35,0,6.673047
"Aydin","Aydin",6,27.35,38.25,.9046,1.004539,4.3169,27.35,27.35,0,4.403777
"Aydin","Aydin",6,27.5,38.8,.64065,.7114277,4.0392,27.5,27.5,0,4.122213
"Aydin","Aydin",7.5,27.85,36.55,5.4305,6.030451,5.9621,27.85,27.85,0,6.068777
"Aydin","Aydin",7,28.25,38.8,3.1614,3.510666,5.4297,28.25,28.25,0,5.530434
"Aydin","Aydin",7,27.35,38.2,3.7844,4.202493,5.6033,27.35,27.35,0,5.705986
"Aydin","Aydin",7,30,37.5,2.687,2.983855,5.2758,30,30,0,5.374689
"Aydin","Aydin",8,28.6,38.15,15.355,17.05139,7.0716,28.6,28.6,0,7.189804
"Aydin","Aydin",7.5,27.3,38.3,6.1373,6.815337,6.0868,27.3,27.3,.01,6.194812
"Aydin","Aydin",6,27.7,36.7,.7773,.8631746,4.1933,27.7,27.7,0,4.278453
"Aydin","Aydin",6.5,27.3,36.6,1.3484,1.497369,4.654,27.3,27.3,.01,4.745238
"Aydin","Aydin",7.5,26.75,37.65,5.2437,5.823014,5.9267,26.75,26.75,0,6.03301
"Aydin","Aydin",8,29.45,37.1,9.4992,10.54865,6.5448,29.45,29.45,0,6.657679
"Aydin","Aydin",7,28.15,37.1,5.6711,6.297633,6.0061,28.15,28.15,.01,6.113252
"Aydin","Aydin",6,27.6,37.5,1.5457,1.716466,4.7731,27.6,27.6,0,4.865915
